CRSP_ID,County_Name,Start_Description,End_Description
S.04.4.3.001,Beltrami,Pinewood Rd NW,4.72 miles N of Pinewood Rd NW
S.86.4.44.001,Wright,Hansack Ave SE,Jansen Ave SE
S.43.4.11.001,McLeod,McLeod CTH 67/Nature Ave,McLeod CTH 2
S.73.4.42.001,Stearns,Co Rd 23,Co Rd 9
S.69.4.136.001,St. Louis,CSAH 5,MN-73
S.47.4.14.001,Meeker,Common St/ MNTH 19,0.5 miles east of E. Curran St
S.56.4.8.002,Otter Tail,Perham Corp Lmts,CSAH 53
S.04.4.8.002,Beltrami,Lake Ave SE,Swenson Rd SE
005-010,Freeborn,CSAH 18,CO RD 79
S.69.4.42.001,St. Louis,N Shore Dr,County Line
S.86.4.526.003,Wright,750th Ave NW,Custer St
S.09.7.116.001,Carlton,Freeman Rd/CR 117,Crosby Rd/CR 119
017-070,Freeborn,TH 69,CSAH 18
S.86.4.37.004,Wright,Oak Avenue N,Dempsey Avenue NW
022-060,Freeborn,CSAH 14,CSAH 25
S.56.4.35.009,Otter Tail,MNTH 108,CSAH 34
S.13.4.15.001,Chisago,T-Intersection of Green Lake Trail and Manning Trail,Intersection of Manning Trail and 240th St N
S.04.4.37.001,Beltrami,Nebish Rd NE,Hwy 1
S.04.4.38.001,Beltrami,Pioneer Rd NE,Corral Rd NE
S.47.4.11.003,Meeker,Meeker CTH 34,Meeker CTH 14
S.86.4.42.001,Wright,Wright County Line,Hwy 101
S.69.4.4.002,St. Louis,Beyer Rd (CSAH 259),Normanna Rd
029-010,Freeborn,W CO LINE,CSAH 6 NO
S.04.4.41.001,Beltrami,Hwy 71,Hwy 72
S.04.4.44.001,Beltrami,Beltrami County Line,Todroff Rd NW
S.04.4.44.002,Beltrami,Ose Rd NW,Hwy 89
S.25.4.16.001,Goodhue,State Highway 58,0.96 miles West of County 2 Blvd
018-011,Freeborn,CSAH 5,CSAH 13
S.56.4.83.002,Otter Tail,Battle Lake Corp Lmts,CSAH 1
S.86.7.125.001,Wright,Co Rd 4 SW,Co Rd 5 SW
S.86.4.3.005,Wright,0.03 miles North of Field Crest Blvd,County Road 35 W
S.49.7.230.001,Morrison,SO CO LINE,MN TH 238
S.69.7.894.001,St. Louis,E Stark Rd,Midway Rd / CR 13
S.56.7.120.001,Otter Tail,CSAH 33,CSAH 29
S.04.4.50.001,Beltrami,Grant Ave S,Miles Ave SE
S.86.4.7.002,Wright,0.11 miles NE of Imhoff Ave SW,Co Rd 35 W
S.04.4.52.001,Beltrami,Hwy 71,Bemidji Ave N
S.43.4.115.002,McLeod,McLeod CTH 7/School Rd SW,MNTH 22
S.04.4.55.001,Beltrami,Lookout Tower Rd NE,Scenic Hwy NE
S.04.4.56.001,Beltrami,Gull Lake Loop Rd NE,Hwy 71
S.73.7.162.001,Stearns,Co Rd 34,Co Rd 162
S.04.4.58.001,Beltrami,Resv Hwy 18,Pioneer Rd NE
S.49.4.13.001,Morrison,CSAH 52,MN TH 115
S.43.4.31.001,McLeod,McLeod CTH 5/MNTh 235,McLeod CTH 56
S.13.4.9.003,Chisago,Intersection of Oasis Rd and St. Croix Trail,T-Intersection of Sunrise Rd and Harder Ave
S.55.4.14.001,Olmsted,Olmsted CTH 5,Olmsted CTH 3/Salley ST NW
S.49.7.255.001,Morrison,MN TH 27,CSAH 43
S.49.4.1.004,Morrison,SO LIMITS FLENSBURG,NO LIMITS FLENSBURG
S.04.4.91.001,Beltrami,3rd Ave S,3rd Ave S
S.43.4.4.003,McLeod,147th St,MNTH 7
S.47.4.24.001,Meeker,USTH 12,246th St
S.18.4.18.002,Crow Wing,TH 371,CSAH 4
S.04.7.100.001,Beltrami,Corlan Rd NE,Hwy 72
S.04.7.101.001,Beltrami,Hwy 1,Arnson Rd NE
S.04.7.102.001,Beltrami,Hoyum Rd NE,Cormant Rd NE
S.04.7.103.001,Beltrami,Hwy 1,Kelliher Rd NE
S.04.7.105.001,Beltrami,Hwy 72,0.75 miles N of Maple View Rd NE
S.04.7.107.001,Beltrami,Co Rd 36,Ut 37
S.04.7.108.001,Beltrami,Resv Hwy 28,Pioneer Rd NE
S.04.7.110.001,Beltrami,Hwy 72,Winchester Rd NE
S.04.7.111.001,Beltrami,Hwy 72,Artesian Spring Rd NE
S.04.7.111.002,Beltrami,Artesian Spring Rd NE,Hwy 72
S.04.7.112.001,Beltrami,Hwy 72,Beltrami County Line
S.04.7.113.001,Beltrami,Battle River Rd NE,Shotley Rd NE
S.04.7.200.001,Beltrami,Irvine Ave NW,3.02 miles E of Irvine Ave NW
S.04.7.201.001,Beltrami,Pleasant Valley Rd NW,Lumberjack Rd NE
S.04.7.202.001,Beltrami,Polaris Rd NW,Irvine Ave NE
S.04.7.203.001,Beltrami,Gull Lake Loop Rd NE,Nebish Rd NE
S.04.7.300.001,Beltrami,Old Hwy 71,Scenic Hwy NE
S.04.7.301.001,Beltrami,Irvine Ave NW,Julia Way NW
S.04.7.303.001,Beltrami,Shorecrest Rd NE,Bemidji Ave N
S.04.7.304.001,Beltrami,Hwy 72,Hwy 71
S.73.4.9.008,Stearns,River St,Hwy 238
S.04.7.306.001,Beltrami,Corlan Rd NE,Hwy 72
S.04.7.307.001,Beltrami,Turtle River Lake Rd NE,0.51 miles S of Main St E
S.04.7.307.002,Beltrami,0.51 miles S of Main St E,Main St E
S.04.7.309.001,Beltrami,Hines Rd NE,Nebish Rd NE
S.04.7.311.001,Beltrami,Lookout Tower Rd NE,Alvwood Rd NE
S.04.7.328.001,Beltrami,Scenic Hwy NE,Itasca Line Rd NE
S.86.4.8.001,Wright,Wright County Line,Hwy 12
S.04.7.402.001,Beltrami,0.31 miles W of Jackson Ave SW,Jackson Ave SW
S.04.7.402.002,Beltrami,Washington Ave S,Beltrami Line Rd
S.55.4.7.001,Olmsted,MNTH 30,USTH 52
S.04.7.403.002,Beltrami,30th St SE,Roosevelt Rd SE
S.04.7.404.001,Beltrami,Washington Ave S,0.38 miles E of Washington Ave S
S.56.4.53.001,Otter Tail,USTH 10,CSAH 8
S.04.7.404.004,Beltrami,Van Burn Ave SE,Wolf Lake Dr SE
S.04.7.406.001,Beltrami,Lake Ave NE,0.30 miles E of Lake Ave NE
S.04.4.57.002,Beltrami,0.05 miles S of Main Ave W,Bemidji Rd NE
S.86.4.75.002,Wright,0.87 miles SE of Hwy 24,Grover Ave NW
S.69.7.692.001,St. Louis,Roberg Rd,Lakewood Dr
S.04.7.413.001,Beltrami,Power Dam Rd NE,Parkers Lake Rd NE
S.04.7.500.001,Beltrami,"",Debs Rd NW
S.04.7.501.001,Beltrami,1.64 miles S of U.S. Rte 2,U.S. Rte 2
S.04.7.503.001,Beltrami,Centerline Rd NW,U.S. Rte 2
S.04.7.505.001,Beltrami,U.S. Rte 2,Centerline Rd NW
S.04.7.507.001,Beltrami,Centerline Rd NW,U.S. Rte 2
S.04.7.509.001,Beltrami,Grange Rd NW,Co Rd 511
S.04.7.511.001,Beltrami,Spencer Rd NW,Aure Rd NW
S.04.7.513.001,Beltrami,Aure Rd NW,Lumerjack Rd NW
S.86.4.31.001,Wright,0.13 Miles East of 748th Avenue,County Road 3 SW
S.04.7.600.001,Beltrami,Co Rd 511,Hwy 89
S.04.7.600.002,Beltrami,Hwy 89,Cardinal Rd NW
S.04.7.601.001,Beltrami,Lumberjack Rd NW,Jallen Rd NW
S.04.7.602.001,Beltrami,Aure Rd NW,Hwy 89
S.04.7.603.001,Beltrami,Hwy 89,Great Divide Rd NW
S.04.7.700.001,Beltrami,Hwy 89,Jelle Rd NW
S.04.7.701.001,Beltrami,Benville Rd NW,Hagen Rd NW
S.04.7.702.001,Beltrami,Beltrami County Line,Todroff Rd NW
S.04.7.703.001,Beltrami,Hwy 89,Benville Rd NW
S.04.7.704.001,Beltrami,Todroff Rd NW,Mertz Rd NW
S.04.7.705.001,Beltrami,Hamre Rd NW,Outpost Rd NW
S.04.7.706.001,Beltrami,0.09 miles E of the Beltrami County Line,6.51 miles E of the Beltrami County Line
S.04.7.707.001,Beltrami,Thorhult Rd NW,Hwy 89
S.04.7.709.001,Beltrami,Thorhult Rd NW,Hwy 89
S.04.7.710.001,Beltrami,Beltrami County Line,Jelle Rd NW
S.04.7.710.002,Beltrami,Jelle Rd NW,Hwy 89
S.55.4.2.001,Olmsted,14th St NE,Havermill Rd NQ
S.73.7.187.001,Stearns,Co Rd 28,Hwy 71
S.25.4.1.003,Goodhue,0.10 Miles SW of Pioneer Road,Featherstone Road
S.25.4.1.004,Goodhue,Featherstone Road,Main Street
S.47.4.3.001,Meeker,USTH 10/CSAH 20/Meeker CTH 39/Tri County Rd,USTH 30
S.25.4.10.002,Goodhue,S Main Street,0.21 miles East of Pleasant Avenue
S.73.4.6.001,Stearns,Hwy 23,Co Rd 74
S.69.4.97.001,St. Louis,T-Intersection of MN 37 and Co Hwy 97,T-Intersection of Co Hwy 97 and Clyde Rd
S.73.7.199.001,Stearns,Co Rd 13,Hwy 71
S.86.4.30.005,Wright,County Road 6 SW,County Road 8 SW
S.25.4.11.004,Goodhue,0.46 miles SE of 180th Avenue,203rd Avenue
S.86.4.8.002,Wright,Hwy 12,Co Rd 35 W
S.56.4.3.001,Otter Tail,CSAH 10,CSAH 24
S.55.4.6.001,Olmsted,Olmsted CTH 3,USTH 63
S.86.7.101.001,Wright,Oliver Ave NW,Montgomery Ave NW
S.73.7.167.001,Stearns,Co Rd 157,0.51 miles S of Co Rd 17
S.86.4.36.002,Wright,Main Street,Robinson Street
S.49.7.267.001,Morrison,CSAH 23,MN TH 27
S.73.7.123.002,Stearns,253rd Ave,Hwy 23
S.69.4.88.001,St. Louis,Intersection of Grant McMahan Blvd and MN 1,Intersection of Grant McMahan Blvd and MN 169
S.73.4.12.001,Stearns,Hwy 23,2nd Ave E
S.25.4.17.002,Goodhue,5th St N,Sunflower Court
S.86.4.21.001,Wright,.05 miles East of 750th Ave,County Road 1 SW
S.86.7.105.001,Wright,Co Rd 6 NW,Co Rd 7 NW
S.18.4.11.003,Crow Wing,CR 112 / Old Hwy 371,CSAH 4 / Red Pine Dr / CSAH 11
025-031,Freeborn,CSAH 45,CSAH 26
013-040,Freeborn,SHELL ROCK RIV,E L GLENVILLE
S.73.4.69.001,Stearns,Burbank Rd,Hwy 55
S.25.4.22.001,Goodhue,County 17 Blvd,5th Street N
S.25.4.23.001,Goodhue,State Highway 56,County 1 Blvd
S.04.4.15.003,Beltrami,Grange Rd NW,Great Divide Rd NW
S.25.4.24.002,Goodhue,County 24 Blvd,Main Street W
S.25.4.24.003,Goodhue,State Highway 52,County 24 Blvd
S.25.4.25.002,Goodhue,Spring Garden Road,County 1 Blvd
S.25.4.27.001,Goodhue,County 11 Blvd,0.25 miles East of 176th Avenue Way
S.25.4.27.002,Goodhue,0.25 miles East of 176th Avenue Way,S Main Street
S.69.4.58.001,St. Louis,T-Intersection of Section Thirty Rd and Fernberg Rd,.48 Miles East of Intersection of T-Intersection of Section Thirty Rd and Fernberg Rd
009-030,Freeborn,CSAH 14,TH 69
S.13.4.18.001,Chisago,T-Intersection of Lent Trail and Forest Blvd,T-Intersection Lent Trail and Lincoln Rd
S.73.4.9.002,Stearns,0.49 miles E of Hwy 22,Hwy 22
017-062,Freeborn,CO RD 71,TH 69
S.18.4.20.002,Crow Wing,Jackson St,CSAH 5 / Beaver Dam Rd
S.25.4.5.002,Goodhue,Territorial Road,Lakeshore Drive
S.25.4.6.001,Goodhue,Main Street N,435th Street
S.73.7.152.001,Stearns,Co Rd 10,Co Rd 17
S.25.4.63.001,Goodhue,Main Steret,Main Street
S.25.4.66.001,Goodhue,County 1 Blvd,Twin Bluff Rd
S.25.4.68.001,Goodhue,S Main St,Highway 52
S.49.4.12.003,Morrison,E LIMITS SOBIESKI,MN TH 238
S.04.4.29.003,Beltrami,Swinburne Ct NW,Everts Rd NE
S.09.4.4.004,Carlton,Mahtowa Rd/CR 5,RR and county line
S.13.4.2.001,Chisago,T-Intersection of N Lake Dr and Tucker St,T-Intersection of N Lake Dr and Rush Lake Trail
S.69.9.8107.001,St. Louis,Britt Bypass,""
034-070,Freeborn,N LIMS OAKLAND,CSAH 25
S.69.7.884.001,St. Louis,Munger Shaw Rd / CR 15,Segment terminates along CR 884
S.18.4.19.001,Crow Wing,CSAH 3,CR 109
S.18.4.59.001,Crow Wing,TH 210,2nd Ave
S.73.4.40.001,Stearns,Co Rd 10,Co Rd 9
S.04.4.29.002,Beltrami,Hwy 71,Swinburne Ct NW
S.73.4.9.004,Stearns,Main St E,Co Rd 50
S.25.7.41.001,Goodhue,County 7 Blvd,STH 19
S.25.7.42.001,Goodhue,County 4 Blvd,240th Ave
S.25.7.43.001,Goodhue,County 11 Blvd,County 10 Blvd
S.25.7.44.001,Goodhue,STH 56,County 1 Blvd
S.47.4.15.001,Meeker,Common St,730 Ave/Meeker 6
S.25.7.45.002,Goodhue,365th St,County 2 Blvd
S.25.7.45.003,Goodhue,County 45 Blvd,County 5 Blvd
S.25.7.45.004,Goodhue,STH 58,Flower Valley Rd
S.25.7.46.001,Goodhue,Praire Island Blvd,USH 61
S.25.7.47.000,Goodhue,400th St,County 9 Blvd
S.04.7.407.002,Beltrami,Roosevelt Rd SE,Power Dam Rd NE
091-020,Freeborn,I-35,CSAH #38.
S.25.7.49.001,Goodhue,Goodhue Avenue,0.38 miles West of 400th Street
S.56.4.77.001,Otter Tail,MNTH 29,Bluffton Corp Lmts
S.69.4.92.002,St. Louis,Intersection of Shaw Adam Rd and Shaw Rd,T-Intersection of Co Hwy 25 and Co Hwy 92
S.73.7.186.002,Stearns,0.65 miles E of Main St S,0.47 miles E of 350th Ave
S.25.7.52.001,Goodhue,County 6 Blvd,State Highway 58
S.69.4.102.001,St. Louis,CSAH 7,US Hwy 53
S.86.7.136.001,Wright,Co Rd 3 NW,Pittman Ave NW
S.25.7.54.001,Goodhue,County 1 Blvd,State Highway 57
S.25.7.55.001,Goodhue,500th Street,460th Street
S.86.4.20.002,Wright,0.20 miles South of Shadow Ridge Drive,20th Street SE
S.25.7.57.001,Goodhue,County 24 Blvd,County 14 Blvd
S.13.7.70.002,Chisago,Intersection of Oriole Ave and 400th St,Intersection of Oriole Ave and 375th St
S.25.7.59.001,Goodhue,0.25 West of 110th Avenue,County 12 Blvd
S.04.4.25.001,Beltrami,E Grace Lake Rd Se,Roosevelt Rd SE
S.86.4.14.002,Wright,37th Street SE,State Highway 55
S.49.7.277.001,Morrison,CSAH 277,CSAH 23
S.55.4.8.002,Olmsted,CSAH 6,CSAH 8 / 44th Ave SW
S.86.4.6.006,Wright,0.25 miles NE of 50th St SW,Co Rd 35 W
S.69.4.73.001,St. Louis,.12 Miles East of Intersection of Old Hwy 61 and E County Road 61,Intersection of N Cloque Rd and Westgate Blvd
S.86.4.7.006,Wright,Hwy 55,Co Rd 39 NW
S.56.4.43.001,Otter Tail,CSAH 1,CSAH 22
S.25.4.24.001,Goodhue,County 9 Blvd,County 25 Blvd
S.55.4.5.004,Olmsted,.22 mi N of 85th St NW,Olmsted CTH 3
S.43.4.9.004,McLeod,McLeod CTH 23,Mc Leod CTH85/Kinsley St S
S.73.4.34.001,Stearns,Co Rd 66,Hwy 22
S.43.7.72.001,McLeod,USTH 212,McLeod CTH 3/Dairy Ave
S.09.7.116.002,Carlton,Crosby Rd/CR 119,N CR 1
S.13.7.74.001,Chisago,T-Intersection of Lincoln Rd and 347th St,Intersection of 347th St and Oasis Rd
S.86.4.5.001,Wright,Common St SW,60th St SW
S.69.7.269.001,St. Louis,T-Intersection of Boulder Dam Rd and Rice Lake Rd,.07 Miles North of Intersection of Boulder Dam Rd and Nordberg Rd
S.56.4.27.002,Otter Tail,Fergus Falls Corp Lmts,CSAH 10
051-040,Freeborn,E LIM OF ALDEN,CSAH 8
S.25.4.30.002,Goodhue,0.50 miles West of Main Street,Main Street
S.73.7.137.002,Stearns,Co Rd 47,Co Rd 6
025-023,Freeborn,E LIM MANCHESTER,CSAH 22
S.55.7.134.001,Olmsted,CSAH 5 / 2nd Ave NW,CSAH 3
S.09.7.128.001,Carlton,1/4 mi south of CR 128 (or CR 8?),MN 210
S.73.4.35.001,Stearns,Co Rd 17,Stearns County Line
HEN.239,Hennepin,SEE INTERSECTING CSAH 19,E OF CR 201 TO M.P. 4.80
S.18.7.131.001,Crow Wing,TH 371,CSAH 45
S.43.4.8.002,McLeod,.24 mi W of Vale Ave,McLeod CTH 115
S.86.7.113.001,Wright,Co Rd 12 N,Braddock Ave NE
S.25.7.58.001,Goodhue,County 8 Blvd,State Highway 19
012-060,Freeborn,CSAH 46,CSAH 51
S.47.4.34.002,Meeker,MNTH 24,MNTH 55
S.56.4.86.001,Otter Tail,CSAH 15,MNTH 210
S.56.4.87.001,Otter Tail,Douglas County Line,CSAH 38
HEN.671,Hennepin,@ CSAH 24-E JCT,@ CSAH 115
S.56.4.51.002,Otter Tail,CSAH 80,Perham Corp Lmts
002-020,Freeborn,CSAH 3,1.0 MI N
035-011,Freeborn,CSAH 20,FAI 35
S.04.4.31.001,Beltrami,Hwy 71,Hwy 71
S.18.7.109.001,Crow Wing,CSAH 3,CSAH 19
S.73.4.17.005,Stearns,0.25 miles E of Co Rd 167,0.29 miles W of Co Rd 9
S.49.4.24.003,Morrison,CSAH 26,MN TH 238
S.55.4.28.001,Olmsted,.39 mi W of 70th Ave NE,Olmsted CTH 11/70th Ave NE
S.47.4.1.001,Meeker,CSAH 7/900 Ave/CSAH 12,Meeker CTH 28
S.49.4.24.001,Morrison,SO CO LINE,S LIMITS BOWLUS
S.47.4.18.002,Meeker,MNTH 22,Meeker CTH 14
S.73.7.176.001,Stearns,Co Rd 175,Hwy 4
013-012,Freeborn,FAI 35,W LIM GLENVILLE
013-010,Freeborn,TH 69,CSAH 18
S.55.4.31.001,Olmsted,Olmsted CTH 3,USTH 52
S.04.7.401.001,Beltrami,Beltrami Line Rd,Woodward Dr SW
S.69.4.7.006,St. Louis,Intersection of Co Hwy 7 and Town Line Rd,Intersection of Co Hwy 7 and Kane Rd
014-030,Freeborn,NO LIM EMMONS,CSAH 9 W
001-012,Freeborn,BRIDGE #24511,TH 65
022-054,Freeborn,INT HWY 90,N LIMS ALBERT LEA
S.25.7.47.001,Goodhue,County 9 Blvd,362nd St
S.56.4.60.002,Otter Tail,CSAH 51,CSAH 13
S.73.4.17.003,Stearns,Morning View Ln,0.25 miles N of 421st St
HEN.694,Hennepin,Fletcher Ln/CR 116,Brockton Ln/CR 13
S.69.4.97.003,St. Louis,Intersection of Ajax Rd and Heritage Trail,T-Intersection of Ajax Rd and Vermilion Trail
S.43.7.77.001,McLeod,Chandler Ave N,Dead End
S.86.4.4.002,Wright,35th Street SW,County Road 35 W
S.73.4.33.001,Stearns,Hwy 23,Co Rd 32
S.86.4.6.001,Wright,Common St,Co Rd 30 SW
S.73.7.175.001,Stearns,Hwy 13,Co Rd 13
S.86.4.8.005,Wright,65th St NW,85th St NW
S.13.4.20.002,Chisago,.1 Miles North of 4th Ave N and N Lakes Trail Intersection,T-Intersection of Victory Ln and Furuby Rd
S.86.4.35.002,Wright,County Road 6 NW,County Road 8 SW
S.69.7.697.002,St. Louis,Hoodo Point Rd,Hwy 1
026-011,Freeborn,CSAH 1,CSAH 13
018-010,Freeborn,S CO LINE,CSAH 5
S.55.4.8.004,Olmsted,Meadow Crossing Rd SW,CSAH 22 / Salem Rd SW
S.55.4.19.001,Olmsted,MNTH 30,USTH 52
S.47.4.19.002,Meeker,0.25 mile east of 318th St,Meeker CTH 7/Meeker CTH 2
S.09.4.8.003,Carlton,MN 23,"North:Fredrick Road/CR 361, South; CR 145"
S.55.7.101.001,Olmsted,St Bridgets Rd SE,CSAH 1 / Simpson Rd SE
S.55.7.101.002,Olmsted,CSAH 1 / Simpson Rd SE,CR 111 / 50th Ave SE
S.55.7.102.001,Olmsted,CSAH 23,USTH 14
S.55.7.102.002,Olmsted,USTH 14,CSAH 2 / Viola Rd NE
S.55.7.102.003,Olmsted,CSAH 2 / Viola Rd NE,CSAH 24
S.55.7.103.001,Olmsted,CR 105,CSAH 4 / Valleyhigh Rd NW
S.56.4.22.001,Otter Tail,CSAH 27,CSAH 3
S.55.7.105.001,Olmsted,CSAH 4 / Valleyhigh Rd NW,CSAH 3
S.55.7.106.001,Olmsted,USTH 63,Mower / Fillmore County Lines
S.55.7.107.001,Olmsted,CSAH 9,CSAH 7
S.55.7.107.002,Olmsted,CSAH 7,CSAH 9
S.55.7.108.001,Olmsted,CR 149,CSAH 8
S.55.7.110.001,Olmsted,CSAH 10,CR 130
S.73.7.193.001,Stearns,Co Rd 26,Co Rd 18
S.49.7.245.001,Morrison,CSAH 33,CSAH 311
S.47.4.5.002,Meeker,USTH 15,0.005 mile E of 750th Ave on 110th St SW
S.55.7.113.001,Olmsted,CSAH 5 / 280th Ave (South),CSAH 5 (North)
031-060,Freeborn,E LIMS CLARKS GROVE,FAI 35
S.55.7.115.001,Olmsted,CSAH 6,CR 108
S.55.7.115.002,Olmsted,CR 107,TH 30
S.55.7.116.001,Olmsted,CR 139,CSAH 16
S.55.7.117.001,Olmsted,CSAH 3,CSAH 8
S.55.7.118.001,Olmsted,CSAH 18,CSAH 12 / White Bridge Rd NW
S.86.4.35.001,Wright,750th Avenue,County Road 6 NW
S.55.7.120.001,Olmsted,TH 30,CSAH 20
S.55.7.121.001,Olmsted,CR 112,USTH 63
S.55.7.123.001,Olmsted,CSAH 11,CSAH 19
S.55.7.124.001,Olmsted,CSAH 33,CSAH 11
030-040,Freeborn,CSAH 46,TH 251
S.55.7.125.001,Olmsted,CSAH 25,CSAH 8
S.55.7.125.002,Olmsted,CSAH 8,CSAH 25 / 16th St SW
S.55.7.126.001,Olmsted,CSAH 3,CSAH 15
S.55.7.127.001,Olmsted,CSAH 12 / White Bridge Rd NW,25th Ave
S.55.7.128.001,Olmsted,TH 247,Wabasha County Line
S.55.7.129.001,Olmsted,CSAH 7,CSAH 10
S.55.7.130.001,Olmsted,TH 30,CSAH 30
S.55.7.132.001,Olmsted,USTH 14,CSAH 9
S.56.4.35.010,Otter Tail,CSAH 34,CSAH 36
S.04.4.27.003,Beltrami,Birchmont Beach Rd NE,Turtle River Lake Rd NE
S.55.7.136.001,Olmsted,USTH 52,CR 129
S.55.7.137.001,Olmsted,USTH 52,CR 136
S.55.7.138.001,Olmsted,TH 30 (West),TH 30 (East)
S.55.7.139.001,Olmsted,CR 140,TH 30
S.86.4.16.001,Wright,0.78 miles East of Penn Avenue,0.23 miles SouthWest of 8th Street SE
S.73.4.29.001,Stearns,Hwy 71,Hwy 4
S.04.4.12.003,Beltrami,1.67 miles E of Lake Ave NE,Parkers Lake Rd NE
S.55.7.142.003,Olmsted,5th Ave SE,Winona County Line
034-020,Freeborn,CSAH 1,S LIMS LONDON
HEN.382,Hennepin,Fernbrook Ln/CR 121,W OF G LK RD TO E OF CSAH 121
S.55.7.145.001,Olmsted,Fillmore County Line,CSAH 10 / Union St NE
S.25.4.9.002,Goodhue,10th Ave,USH 52
S.55.7.147.001,Olmsted,48th St SW,CR 125 / Mayowood Rd SW
S.55.7.149.001,Olmsted,CSAH 3,TH 30
S.55.7.150.001,Olmsted,CSAH 3,CSAH 25
S.25.4.11.002,Goodhue,State Highway 56,State Highway 57
S.55.7.152.001,Olmsted,CR 107,Winona County Line
S.25.4.8.002,Goodhue,USH 52,County 1 Blvd
S.25.4.10.003,Goodhue,0.21 miles East of Pleasant Avenue,240th Avenue Way
S.43.4.26.001,McLeod,McLeod CTH 25/Plum Ave,MNTH 7
S.09.7.149.001,Carlton,CR 127,intersection of 3rd St/CR 20
S.86.4.39.004,Wright,County Road 8 NW,Clementa Avenue NW
S.18.4.16.001,Crow Wing,TH 371,CSAH 39 / CSAH 16
025-060,Freeborn,CSAH 34,EAST COUNTY LINE
S.09.7.110.001,Carlton,US 210,Gary Rd/CR 7
S.56.4.44.001,Otter Tail,CSAH 14,CSAH 35
S.13.7.91.001,Chisago,T-Intersection of Lofton Ave and Green Lake Trail,.05 Miles North of T-Intersection of Lofton Ave and 239th St
S.56.4.49.002,Otter Tail,Richville Corp Lmts,MNTH 108
S.49.7.253.002,Morrison,MN TH 27,153RD ST
S.69.9.3465.001,St. Louis,Hwy 53,2nd St
S.13.4.11.001,Chisago,T-Intersection of Co Hwy 15 and Lincoln Rd,Intersection of 375th St and Route 19
S.56.4.9.002,Otter Tail,Pelican Rapids Corp Lmts,MNTH 34
030-030,Freeborn,N JCT CSAH 13,CSAH 19
S.73.7.156.001,Stearns,Co Rd 41,Co Rd 9
S.69.7.694.002,St. Louis,Saginaw Rd,Kroll Rd
S.25.7.56.001,Goodhue,County 9 Blvd,County 1 Blvd
S.56.4.64.001,Otter Tail,MNTH 78,0.4 miles E of MNTH 78
S.49.4.26.003,Morrison,E LIMITS ROYALTON,MN TH 25
S.18.4.8.002,Crow Wing,CSAH 2,TH 18
S.09.7.103.002,Carlton,CR 6,Military Rd/CR 4
047-010,Freeborn,CSAH 45,N CO LINE
S.56.7.142.001,Otter Tail,MNTH 106,CSAH 67
S.73.4.48.001,Stearns,Hwy 55,Co Rd 8
S.13.4.7.001,Chisago,T-Intersection of Brunswick Rd and Rush Point Dr W,Rush Point Dr overpass I-35
S.69.4.4.008,St. Louis,Bridge South of Cemetery Rd,MN-135
S.56.4.67.005,Otter Tail,CSAH 6,CSAH 40
S.73.4.13.007,Stearns,0.08 miles N of Donna St,Stearns County Line
013-050,Freeborn,E LIMITS GLENVILLE,CSAH 26
S.73.4.13.005,Stearns,Hwy 4,370th St
S.69.4.100.001,St. Louis,Vermilion Trail (CSAH 4),Hwy 110 (CSAH 110)
S.47.4.25.002,Meeker,280th St,Meeker CTH 16
S.49.7.261.001,Morrison,CSAH 43,CSAH 46
S.56.7.136.001,Otter Tail,165th St,MNTH 29
S.69.7.285.001,St. Louis,Dead End,Taft Rd/Fish Lake Rd
S.43.4.7.003,McLeod,.5 mi N of MNTH 26,McLeod CH 8/Airport Rd/York Rd
S.43.4.24.001,McLeod,McLeod CTH 15/115th St,McLeod CTH 2
S.09.4.61.002,Carlton,MN 27,CR 138
S.73.7.191.001,Stearns,Hwy 71,Co Rd 13
S.18.7.121.001,Crow Wing,CSAH 2,CSAH 21
S.73.4.23.001,Stearns,Co Rd 10,0.23 miles NW of 6th St NW
S.43.4.17.002,McLeod,McLeod CTH 13,.44 mi E of Leaf Ave
S.73.4.45.001,Stearns,Co Rd 7,Co Rd 44
S.73.4.11.001,Stearns,Co Rd 12,10th St SE
S.55.4.15.001,Olmsted,MNTH 30,Olmsted CTH 25/Salem Rd SW
S.56.4.41.001,Otter Tail,CSAH 35,MNTH 108
S.69.7.307.001,St. Louis,US Highway 53,Werner Rd
S.49.4.1.001,Morrison,SO CO LINE,MN TH 238
046-021,Freeborn,CSAH 14,WEST LIMITS OF ALBERT LEA
S.43.4.2.001,McLeod,.84 mi E of McLeod CTH 10,Oak Leaf Rd
019-050,Freeborn,CSAH 30,CSAH 34
S.56.7.148.001,Otter Tail,1.85 miles W of CSAH 67,CSAH 67
S.56.4.68.001,Otter Tail,CSAH 75,Wadena County Line
026-050,Freeborn,CSAH 46,CSAH 25
S.86.4.32.001,Wright,State Highway 25,County Road 14 SE
S.73.7.142.001,Stearns,Hwy 15,Co Rd 7
S.86.4.2.001,Wright,County Road 35 W,Rhoades Avenue NW
S.56.7.125.001,Otter Tail,MNTH 108,CSAH 34
014-050,Freeborn,CSAH 17,CSAH 46
S.09.4.1.001,Carlton,MN 27,Broadway Av/CR 1 and CR 18 (Wrenshal)
S.86.4.33.003,Wright,10th Street SE,20th Street SE
S.73.4.14.002,Stearns,0.25 miles E of 353rd Ave,0.25 miles W of 343rd Ave
